season,match_id,venue,city,innings_id,fullName,overs,maidens,conceded,wickets,dots,foursConceded,sixesConceded,wides,noballs
2023,1359485,"Barsapara Cricket Stadium, Guwahati",Guwahati,2,Yuzvendra Chahal,4,0,27,3,8,2,0,2,0
2023,1359485,"Barsapara Cricket Stadium, Guwahati",Guwahati,2,Murugan Ashwin,1,0,11,0,0,0,0,0,1
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Deepak Chahar,1,0,10,0,2,2,0,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Tushar Deshpande,3,0,31,2,9,2,3,1,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Sisanda Magala,4,0,37,1,4,5,0,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Mitchell Santner,4,0,28,2,6,3,0,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Ravindra Jadeja,4,0,20,3,9,0,1,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,1,Dwaine Pretorius,4,0,28,0,9,3,0,4,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Jason Behrendorff,3,0,24,1,9,2,1,1,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Arshad Khan,2.1,0,35,0,2,5,1,3,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Cameron Green,3,0,20,0,6,0,1,1,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Piyush Chawla,4,0,33,1,8,5,0,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Kumar Kartikeya,4,0,24,1,6,0,1,0,0
2023,1359486,"Wankhede Stadium, Mumbai",Mumbai,2,Hrithik Shokeen,2,0,19,0,4,2,1,0,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Umesh Yadav,3,0,24,0,7,4,0,1,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Shardul Thakur,3,0,40,0,4,3,3,1,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Lockie Ferguson,4,0,40,0,8,3,2,1,1
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Sunil Narine,4,0,33,3,8,3,1,1,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Varun Chakravarthy,2,0,27,0,1,2,1,1,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,1,Suyash Sharma,4,0,35,1,6,3,0,1,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,2,Mohammed Shami,4,0,28,1,10,2,1,0,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,2,Josh Little,4,0,45,1,9,4,3,3,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,2,Alzarri Joseph,4,0,27,2,14,2,2,0,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,2,Yash Dayal,4,0,69,0,4,3,8,0,0
2023,1359487,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,2,Rashid Khan,4,0,37,3,6,4,1,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Bhuvneshwar Kumar,4,0,33,1,13,6,0,3,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Marco Jansen,3,1,16,2,14,2,1,1,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,T Natarajan,4,0,40,0,10,3,3,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Washington Sundar,1,0,6,0,3,1,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Mayank Markande,4,0,15,4,15,2,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Umran Malik,4,0,32,2,14,3,2,1,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Sam Curran,3,0,14,0,8,1,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Arshdeep Singh,3,0,20,1,10,4,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Harpreet Brar,3.1,0,26,0,8,5,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Nathan Ellis,3,0,28,0,5,5,0,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Rahul Chahar,3,0,28,1,8,4,1,0,0
2023,1359488,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Mohit Rathee,2,0,29,0,3,3,2,0,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Jaydev Unadkat,2,0,27,0,3,2,2,1,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Avesh Khan,4,0,53,0,8,5,4,0,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Krunal Pandya,4,0,35,0,5,2,2,0,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Mark Wood,4,1,32,1,12,1,3,2,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Ravi Bishnoi,4,0,39,0,5,1,3,1,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Amit Mishra,2,0,18,1,2,1,1,0,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Mohammed Siraj,4,0,22,3,16,3,0,4,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,David Willey,4,0,32,0,6,2,1,1,0
